index,Country_Code,Country_Name,Continent_Name,Years,GDP,Expenditures,PopTotal,Departure,Receipts,Arrivals,Jobs,Receipts_PCapita,Ratio GDP,AVG_Exp_Arrivals,Jobs_per_tourist,Cos_of_oneJob,GDP_N,Expenditures_N,PopTotal_N,Arrivals_N,Departure_N
IRL2009,IRL,Ireland,Europe,2009,52105.1524837739,7934000000.0,4535375.0,7047000.0,8458000000.0,7189000.0,37.4988,1864.8954055618333,0.03579099794674973,1103.6305466685214,0.00522,211423.476,-0.044488432754789246,-0.28002985372659633,-0.25471770032026997,-0.29622310177544997,-0.28669350654507725
ITA2009,ITA,Italy,Europe,2009,37079.7586704546,27947000000.0,59095365.0,27490000.0,40375000000.0,43239000.0,1019.06,683.2177108983082,0.01842562452928532,646.3377968963205,0.02357,27422.053,-0.14024551389594836,-0.15998059238879828,-0.2038877083171908,-0.07116985016538377,-0.17474337022324704
KAZ2009,KAZ,Kazakhstan,Europe,2009,7165.2231748370305,1319000000.0,16092822.0,5309000.0,1185000000.0,3774000.0,128.186,73.6353139306456,0.01027676488699466,349.49655537890834,0.03397,10288.388,-0.3308913391131661,-0.3197103545885128,-0.24395037909117864,-0.3175422932941289,-0.2962111574244658
LVA2009,LVA,Latvia,Europe,2009,12257.2165683051,798000000.0,2141669.0,3268000.0,724000000.0,1323000.0,31.5653,338.05410640019534,0.02758000599208966,603.1746031746031,0.02386,25279.74,-0.2984399817240281,-0.32283560643266374,-0.25694776042177886,-0.33284341728015593,-0.30738809956763735
LTU2009,LTU,Lithuania,Europe,2009,11837.3910271086,1119000000.0,3162916.0,1288000.0,972000000.0,1341000.0,25.7403,307.31135445898656,0.025961071468807464,834.4519015659955,0.01919,43483.684,-0.30111553678188274,-0.32091006738857075,-0.255996331053057,-0.332731046724567,-0.3182309929745357
LUX2009,LUX,Luxembourg,Europe,2009,103198.669312625,3670000000.0,497783.0,1362000.0,4546000000.0,847000.0,6.21246,9132.493476072907,0.08849429490614241,4332.939787485242,0.00733,591124.118,0.28113138776734886,-0.3056077306238317,-0.25847926202641575,-0.3358149941946189,-0.31782575352397485
MLT2009,MLT,Malta,Europe,2009,20675.582586206398,291000000.0,412477.0,264000.0,899000000.0,1182000.0,20.4014,2179.5154638925324,0.1054149480337538,246.19289340101523,0.01726,14263.783,-0.2447895970574002,-0.32587687838081064,-0.258558736075033,-0.33372365329893594,-0.32383863077689123
MDA2009,MDA,Moldova,Europe,2009,1525.52611882763,307000000.0,3565604.0,93300.0,240000000.0,60000.0,10.6542,67.30977416448938,0.04412233480224979,5116.666666666667,0.17757,28814.927,-0.3668332209242856,-0.325780901356806,-0.25562117284977043,-0.340728084597313,-0.3247734196175769
NLD2009,NLD,Netherlands,Europe,2009,52514.02711653231,18628000000.0,16530388.0,18340000.0,12063000000.0,9921000.0,461.819,729.7469363695517,0.01389622880664231,1877.633303094446,0.04655,40335.839,-0.04188266801597078,-0.21588121030749813,-0.2435427273250984,-0.27916774856050686,-0.22485068066421687
NOR2009,NOR,Norway,Europe,2009,79977.6970817492,13221000000.0,4828726.0,6640000.0,4949000000.0,4346000.0,144.069,1024.908019216663,0.012814922867422068,3042.1076852277956,0.03315,91767.954,0.1331437509895703,-0.2483154458570646,-0.2544444042844002,-0.31397140674985824,-0.2889223235231619
POL2009,POL,Poland,Europe,2009,11527.5932279825,7891000000.0,38151603.0,39270000.0,9889000000.0,11890000.0,290.491,259.20273913523374,0.022485416861000574,663.6669470142978,0.02443,27166.064,-0.3030898832354162,-0.2802877919786088,-0.2233996483848923,-0.26687565834080584,-0.11023363066099301
PRT2009,PRT,Portugal,Europe,2009,23059.7974457294,4605000000.0,10568247.0,13137800.0,12344000000.0,6439000.0,206.897,1168.0272045117795,0.05065210166137406,715.1731635347104,0.03213,22258.735,-0.2295949566640869,-0.2999990732835608,-0.24909726608786634,-0.3009052082583224,-0.25333901403864456
ROU2009,ROU,Romania,Europe,2009,8548.11867218639,1766000000.0,20367487.0,11723000.0,1688000000.0,7575000.0,203.514,82.87718558504542,0.009695371433565692,233.13531353135315,0.02687,8676.417,-0.32207812343345193,-0.3170289964803833,-0.23996795189927772,-0.29381337763893167,-0.26108675423666466
RUS2009,RUS,Russian Federation,Europe,2009,8562.81369694433,23785000000.0,142785342.0,34276000.0,12369000000.0,21339000.0,932.973,86.62653901826981,0.010116597427453407,1114.6258025212053,0.04372,25494.643,-0.32198447179971773,-0.18494661575800408,-0.12591920316079538,-0.20788735946525758,-0.13758181736505895
SVK2009,SVK,Slovak Republic,Europe,2009,16531.6705140706,2249000000.0,5386406.0,3230000.0,2539000000.0,1298000.0,63.2587,471.37182009673984,0.028513260029925058,1732.6656394453005,0.04874,35549.151,-0.2711988166401565,-0.3141316900682434,-0.2539248501213537,-0.33299948749625163,-0.30759619550170914
SVN2009,SVN,Slovenia,Europe,2009,24694.230555783502,1456000000.0,2039669.0,2586000.0,2735000000.0,1824000.0,32.3744,1340.903842731345,0.05430028847030827,798.2456140350877,0.01775,44971.584,-0.21917868765418513,-0.3188885513204731,-0.2570427871837763,-0.32971577014959713,-0.31112287396334676
ESP2009,ESP,Spain,Europe,2009,32042.4740786617,17133000000.0,46362946.0,12017000.0,55748000000.0,52178000.0,762.029,1202.4257474924048,0.037525995793600275,328.3567787190003,0.0146,22490.19,-0.17234821119495944,-0.22484906348793127,-0.21574967449331828,-0.015365383698188705,-0.259476748852004
SWE2009,SWE,Sweden,Europe,2009,46793.9441559611,12075000000.0,9298515.0,11699000.0,9769000000.0,4899000.0,154.834,1050.59786428263,0.022451577511420226,2464.788732394366,0.03161,77974.968,-0.07833685051493693,-0.25518980020139664,-0.25028019276006797,-0.31051913356982036,-0.2612181832476574
CHE2009,CHE,Switzerland,Europe,2009,69927.4422927441,12990000000.0,7743831.0,10453000.0,16667000000.0,8294000.0,151.03799999999995,2152.293871082672,0.030778958882441507,1566.1924282613938,0.01821,86007.272,0.06909331242689006,-0.24970111414113155,-0.2517285906664333,-0.289324798224018,-0.26804153940169545
TUR2009,TUR,Turkey,Europe,2009,9038.520149803879,5061000000.0,71321399.0,5561000.0,26331000000.0,30187000.0,425.869,369.1879347459239,0.04084605982251803,167.65495080663862,0.01411,11881.995,-0.3189527867755645,-0.2972637280994287,-0.19249750809080926,-0.152650988584651,-0.2948311528090424
UKR2009,UKR,Ukraine,Europe,2009,2542.9971359495803,3751000000.0,46053300.0,15334000.0,4349000000.0,20798000.0,383.36300000000006,94.43405792853063,0.03713494466570369,180.3538801807866,0.01843,9785.886,-0.3603488614488649,-0.3051218469398082,-0.21603815152023462,-0.2112647189415695,-0.2413121642910535
GBR2009,GBR,United Kingdom,Europe,2009,38713.1374283353,74463000000.0,62276270.0,58614000.0,39044000000.0,28199000.0,1446.76,626.9482741981817,0.01619471620864548,2640.625554097663,0.05131,51464.15,-0.1298359642897357,0.11904861064867808,-0.2009242661370776,-0.16506169216858477,-0.004301847800870578
ALB2010,ALB,Albania,Europe,2010,4094.36211924475,1452000000.0,2913021.0,3443000.0,1778000000.0,2191000.0,62.3053,610.3629187705822,0.1490739951656182,662.7110908261068,0.02844,23302.078,-0.350461986972852,-0.31891254557647425,-0.2562291419617762,-0.3274246593773116,-0.3064297630291488
ARM2010,ARM,Armenia,Europe,2010,3218.37270660563,641000000.0,2877319.0,563000.0,694000000.0,684000.0,28.9347,241.19675294953393,0.07494369824056847,937.1345029239766,0.0423,22154.48,-0.3560446818630534,-0.32377738098070924,-0.25626240319174515,-0.3368325720035632,-0.32220124434827374
AUT2010,AUT,Austria,Europe,2010,46858.0432733717,10122000000.0,8363404.0,9882000.0,18758000000.0,22004000.0,253.361,2242.8666605128724,0.047865136993192364,460.00727140519905,0.01151,39965.879,-0.07792834578865662,-0.2669049956939625,-0.25115137482318767,-0.2037358917171107,-0.27116845462156364
AZE2010,AZE,Azerbaijan,Europe,2010,5842.805783585761,856000000.0,9054332.0,3176000.0,792000000.0,1280000.0,53.365,87.47194160761943,0.01497087954786295,668.75,0.04169,16041.017,-0.33931912683106774,-0.32248768972064695,-0.25050768217011526,-0.33311185805184057,-0.30789191077644273
BLR2010,BLR,Belarus,Europe,2010,6181.399915687529,748000000.0,9490583.0,415000.0,665000000.0,119300.0,90.0399,70.06945727148691,0.011335532116868935,6269.907795473596,0.75474,8307.374,-0.33716126087531173,-0.32313553463267825,-0.2501012555039569,-0.3403578860447339,-0.3230117232493955
BEL2010,BEL,Belgium,Europe,2010,44141.8781415734,18866000000.0,10895586.0,8801000.0,11395000000.0,7186000.0,108.624,1045.8363597882665,0.023692611275714707,2625.382688561091,0.01512,173636.421,-0.09523851071011367,-0.21445355207542918,-0.24879230564428312,-0.2962418302013815,-0.2770882363250268
BGR2010,BGR,Bulgaria,Europe,2010,6843.26694975885,975000000.0,7395599.0,3676000.0,3807000000.0,6047000.0,85.04,514.7656058691122,0.07522220156664383,161.23697701339506,0.01406,11467.779,-0.33294317141465185,-0.3217738606046125,-0.25205301575843236,-0.3033523892467037,-0.3051538063807613
HRV2010,HRV,Croatia,Europe,2010,13923.6370524478,861000000.0,4295427.0,1873000.0,8299000000.0,9111000.0,121.712,1932.0547177265496,0.13876077855583652,94.5011524530787,0.01336,7073.44,-0.287819856654568,-0.3224576969006455,-0.25494124425642456,-0.284224423562009,-0.3150274108315885
CYP2010,CYP,Cyprus,Europe,2010,30818.479925953197,1610804000.0,1112612.0,1246000.0,2424675000.0,2173000.0,21.8671,2179.26375052579,0.07071288901210745,741.2811780947998,0.01006,73686.002,-0.1801487459997986,-0.3179599496189723,-0.25790646585923793,-0.3275370299329005,-0.31846099374377296
CZE2010,CZE,Czech Republic,Europe,2010,19808.0710912518,4354000000.0,10474410.0,8673000.0,8068000000.0,6334000.0,264.583,770.2581816064103,0.03888607719843016,687.401326176192,0.04177,16456.819,-0.25031826203918706,-0.3015047128476335,-0.24918468791399925,-0.30156070316592454,-0.2777891910503213
DNK2010,DNK,Denmark,Europe,2010,58041.398436338495,9082000000.0,5547683.0,7726000.0,5704000000.0,9425000.0,49.976000000000006,1028.1769884833002,0.01771454541384,963.6074270557029,0.0053,181812.722,-0.0066566399634607025,-0.27314350225426376,-0.25377459883611186,-0.28226418164784645,-0.28297516077574186
EST2010,EST,Estonia,Europe,2010,14784.3810806949,633000000.0,1331475.0,955000.0,1065000000.0,2511000.0,19.8919,799.8648115811412,0.054102015310305146,252.09080047789726,0.00792,31829.647,-0.28233432084907306,-0.32382536949271157,-0.2577025654454041,-0.32542696061128606,-0.32005457050205954
FIN2010,FIN,Finland,Europe,2010,46459.973254854296,5269000000.0,5363352.0,6633000.0,4497000000.0,2319000.0,48.8796,838.4681818385219,0.018047108577509047,2272.1000431220355,0.02108,107784.632,-0.08046525254375574,-0.29601602678736844,-0.25394632803283496,-0.3266255798709014,-0.2889606569847014
FRA2010,FRA,France,Europe,2010,40638.33400426,46704000000.0,65027507.0,25041000.0,56187000000.0,76647000.0,1137.44,864.0497320618489,0.021261937853339977,609.338917374457,0.01484,41060.574,-0.11756665494424055,-0.047465527435364106,-0.19836111767043427,0.13738990100768397,-0.1881546055532946
GEO2010,GEO,Georgia,Europe,2010,3233.29594347421,329000000.0,3786695.0,2086000.0,737000000.0,2032000.0,56.1885,194.62882540051416,0.06019517817208636,161.90944881889763,0.02765,5855.676,-0.35594957582979614,-0.32564893294879965,-0.25541519675333135,-0.3284172659516805,-0.3138609783590282
DEU2010,DEU,Germany,Europe,2010,41531.934197868904,90882000000.0,81776930.0,85872000.0,49126000000.0,26875000.0,2949.64,600.731771173117,0.014464334078713382,3381.655813953488,0.10975,30812.354,-0.11187172625815776,0.21753903296943491,-0.18275677028792575,-0.1733271708130155,0.14496865143409723
GRC2010,GRC,Greece,Europe,2010,26917.7589787254,3401000000.0,11121341.0,3799000.0,13858000000.0,15007000.0,376.472,1246.0727532767855,0.04629184599883022,226.62757379889385,0.02509,9032.586,-0.20500810455595186,-0.3072213443399096,-0.24858198440257,-0.24741682379798818,-0.30448023269942365
HUN2010,HUN,Hungary,Europe,2010,13113.5259617277,2897000000.0,10000023.0,16082000.0,6595000000.0,3462000.0,122.158,659.4984831534888,0.05029146890609428,836.7995378393991,0.03529,23712.087,-0.2929827079189836,-0.3102446205960556,-0.24962664340952562,-0.31949004959100386,-0.23721596011511412
ISL2010,ISL,Iceland,Europe,2010,43024.9238377351,599000000.0,318041.0,299000.0,562000000.0,489000.0,5.59523,1767.067767992177,0.04107079363246581,1224.9488752556238,0.01144,107075.951,-0.1023568788029885,-0.3240293206687214,-0.2586467159504839,-0.33804991968911,-0.3236469634691935
IRL2010,IRL,Ireland,Europe,2010,48715.1768553933,7178000000.0,4560155.0,6917000.0,8187000000.0,7134000.0,36.3999,1795.3337112444642,0.03685368353631875,1006.1676478833754,0.0051,197287.774,-0.06609280301932352,-0.2845647681108154,-0.2546946144069141,-0.29656645625086064,-0.2874054136879544
ITA2010,ITA,Italy,Europe,2010,36000.5201179254,26908000000.0,59277417.0,28188000.0,38438000000.0,43626000.0,1013.51,648.442559499514,0.018012033086617578,616.7881538532068,0.02323,26551.363,-0.1471235188873114,-0.1662131003850993,-0.2037181023164539,-0.0687538832202216,-0.1709209764868758
KAZ2010,KAZ,Kazakhstan,Europe,2010,9070.48825285747,1489000000.0,16321872.0,5893000.0,1236000000.0,4097000.0,123.914,75.7266078302783,0.008348680436956874,363.4366609714425,0.03025,12014.435,-0.31874905353062827,-0.31869059870846356,-0.24373698811239902,-0.3155258661021719,-0.29301305149030993
LVA2010,LVA,Latvia,Europe,2010,11344.693369583701,648000000.0,2097555.0,3332000.0,640000000.0,1373000.0,30.669,305.1171482988527,0.0268951428089633,471.959213401311,0.02234,21126.196,-0.3042555070319702,-0.3237353910327072,-0.2569888585647078,-0.3325312768479644,-0.3070376222049901
LTU2010,LTU,Lithuania,Europe,2010,11953.938441689099,849000000.0,3097282.0,1411000.0,958000000.0,1507000.0,19.4626,309.3034473451239,0.025874606001519543,563.3709356337093,0.01291,43638.337,-0.3003727781977527,-0.322529679668649,-0.2560574779794976,-0.3316947404896912,-0.3175574192931981
LUX2010,LUX,Luxembourg,Europe,2010,104965.30607826699,3626000000.0,506953.0,1237000.0,4519000000.0,805000.0,5.53356,8914.041341110516,0.0849236921622826,4504.347826086957,0.00687,655654.705,0.2923901928420335,-0.30587166743984445,-0.2584707189341852,-0.3360771921576598,-0.31851027962289524
MLT2010,MLT,Malta,Europe,2010,21107.3644349639,309000000.0,414508.0,294000.0,1066000000.0,1339000.0,21.9858,2571.723585552028,0.12184010909917406,230.76923076923077,0.01642,14054.155,-0.24203784425541372,-0.32576890422880544,-0.25855684392450734,-0.33274353234185466,-0.32367434451315036
MDA2010,MDA,Moldova,Europe,2010,1958.13371987623,298000000.0,3562045.0,117200.0,222000000.0,64000.0,7.22595,62.32374941922407,0.03182813757130102,4656.25,0.11291,41238.597,-0.3640762055894083,-0.3258348884328086,-0.2556244885384562,-0.3407031133627377,-0.3246425382274633
NLD2010,NLD,Netherlands,Europe,2010,50950.0343435181,19044000000.0,16615394.0,18368000.0,11653000000.0,10883000.0,443.668,701.337566837115,0.013765203024369298,1749.8851419645318,0.04077,42920.901,-0.05185001960291886,-0.21338580768337762,-0.24346353276695765,-0.27316216664514253,-0.22469734681805872
NOR2010,NOR,Norway,Europe,2010,87693.7900658099,14658000000.0,4889252.0,7590000.0,5299000000.0,4767000.0,149.56799999999996,1083.8058664188304,0.012358980785361053,3074.88986784141,0.03138,97988.842,0.1823185380964783,-0.2396955093886483,-0.2543880161491388,-0.3113431843108059,-0.28371992517136724
POL2010,POL,Poland,Europe,2010,12599.5335818707,9100000000.0,38042794.0,42760000.0,10037000000.0,12470000.0,265.914,263.8344596876875,0.020940017975531678,729.7514033680834,0.02132,34228.49,-0.29625838978365954,-0.27303552810225856,-0.22350101864907057,-0.26325482932738453,-0.09112166197913676
PRT2010,PRT,Portugal,Europe,2010,22498.690858655697,4692000000.0,10573100.0,9212200.0,12985000000.0,6756000.0,229.393,1228.116635613018,0.05458613762589377,694.49378330373,0.03395,20456.371,-0.23317089814387867,-0.2994771982155356,-0.2490927448635921,-0.2989262379182283,-0.27483641927001845
ROU2010,ROU,Romania,Europe,2010,8209.9194562169,1897000000.0,20246871.0,10905000.0,1631000000.0,7498000.0,195.495,80.55565721735472,0.009811991170796999,253.00080021339025,0.02607,9704.672,-0.3242334725822216,-0.3162431845963454,-0.24008032197697463,-0.29429407390450657,-0.26556629302799944
RUS2010,RUS,Russian Federation,Europe,2010,10674.9972024225,30169000000.0,142849449.0,39323000.0,13239000000.0,22281000.0,869.283,92.6779913585806,0.0086817813252025,1354.023607558009,0.03901,34709.654,-0.3085234916861848,-0.14665178318015454,-0.12585947884088,-0.20200663372276983,-0.10994339159505077
SVK2010,SVK,Slovak Republic,Europe,2010,16727.2913264619,2146000000.0,5391428.0,2692000.0,2335000000.0,1327000.0,56.5376,433.0949054684584,0.025891514472717994,1617.1816126601357,0.04261,37953.101,-0.2699521219952249,-0.31474954216027323,-0.25392017145077767,-0.3328184460455806,-0.3105423958314623
SVN2010,SVN,Slovenia,Europe,2010,23509.543394149303,1377000000.0,2048583.0,2874000.0,2721000000.0,1869000.0,31.3867,1328.2351752406419,0.056497701932024455,736.7576243980739,0.01679,43880.74,-0.22672871836039757,-0.319362437876496,-0.25703448259008566,-0.3294348437606248,-0.3095457258314343
ESP2010,ESP,Spain,Europe,2010,30502.7197080776,16930000000.0,46576897.0,12379000.0,54305000000.0,52677000.0,749.204,1165.9213794341001,0.038223522052866186,321.3926381532737,0.01422,22601.451,-0.1821610910457874,-0.22606677197999006,-0.21555035027021907,-0.012250222184917607,-0.2574943612695307
SWE2010,SWE,Sweden,Europe,2010,52817.441365794,13973000000.0,9378126.0,13042000.0,10674000000.0,5183000.0,144.727,1138.1804850990486,0.021549330214927165,2695.928998649431,0.02792,96559.062,-0.03994900403039318,-0.24380452572884675,-0.2502060243723289,-0.30874617591497266,-0.2538636348408571
CHE2010,CHE,Switzerland,Europe,2010,74605.7745091454,13460000000.0,7824909.0,10011000.0,17614000000.0,8628000.0,152.269,2251.0165932920113,0.030172149650642324,1560.0370885489106,0.01765,88387.37,0.09890840035184822,-0.2468817890609954,-0.2516530555702644,-0.28723970013697886,-0.27046202368747785
TUR2010,TUR,Turkey,Europe,2010,10672.3892452162,5817000000.0,72326988.0,6557000.0,26318000000.0,31364000.0,426.913,363.8752383826629,0.03409501190614526,185.46741487055223,0.01361,13627.29,-0.3085401122402228,-0.29272881371520965,-0.19156066626168897,-0.14530320281086329,-0.289376848852845
UKR2010,UKR,Ukraine,Europe,2010,2965.1423654977098,4134000000.0,45870700.0,17180000.0,4696000000.0,21203000.0,351.8640000000001,102.37471850222474,0.03452607189909439,194.97240956468426,0.0166,11745.326,-0.3576585229791098,-0.30282439692769725,-0.21620826805690851,-0.20873638144081844,-0.23120308286219776
GBR2010,GBR,United Kingdom,Europe,2010,39435.8399018505,73786000000.0,62766365.0,55562000.0,40526000000.0,28295000.0,1405.15,645.6642821358223,0.016372525188832733,2607.7398833716206,0.04966,52511.878,-0.12523016957599148,0.11498758282048195,-0.20046767652020359,-0.1644623825387771,-0.02101523703210991
ALB2011,ALB,Albania,Europe,2011,4437.17806741261,1676000000.0,2905195.0,4120000.0,1832000000.0,2469000.0,61.4787,630.5945039833815,0.14211611398122034,678.8173349534225,0.0249,27261.74,-0.34827721531408234,-0.3175688672404094,-0.2562364329366722,-0.3256891585743269,-0.3027223696773962
ARM2011,ARM,Armenia,Europe,2011,3525.8047467115293,756000000.0,2876538.0,715000.0,762000000.0,758000.0,30.735,264.90176733281464,0.07513228507048922,997.3614775725594,0.04055,24595.844,-0.3540854124305466,-0.3230875461206759,-0.2562631307986189,-0.3363706041639198,-0.3213688606119866
AUT2011,AUT,Austria,Europe,2011,51374.9584066934,10548000000.0,8391643.0,9874000.0,19775000000.0,23012000.0,253.488,2356.5111146887443,0.045868866618522186,458.36954632365723,0.01102,41594.333,-0.04914197158089372,-0.26434960742983904,-0.2511250663846382,-0.1974431406041302,-0.27121226429189454
AZE2011,AZE,Azerbaijan,Europe,2011,7189.69122920765,1778000000.0,9173082.0,3550000.0,1500000000.0,1562000.0,67.46300000000001,163.52192207591733,0.022743942244921482,1138.2842509603072,0.04319,26355.273,-0.33073540380146355,-0.31695701371237983,-0.25039705052318195,-0.3313513860142806,-0.305843808688473
BLR2011,BLR,Belarus,Europe,2011,6519.230194988921,729000000.0,9473172.0,320000.0,747000000.0,116000.0,82.2432,78.8542633871738,0.012095640287067331,6284.482758620689,0.70899,8863.994,-0.3350082629659772,-0.32324950734868374,-0.2501174761995759,-0.34037848731325854,-0.32353196308457494
BEL2011,BEL,Belgium,Europe,2011,47348.5250202016,20658000000.0,11038264.0,9727000.0,12742000000.0,7494000.0,109.634,1154.3481837361383,0.024379812956024014,2756.605284227382,0.01463,188421.414,-0.07480249757376231,-0.20370412538691002,-0.2486593818369471,-0.2943190451390819,-0.27201726698422485
BGR2011,BGR,Bulgaria,Europe,2011,7813.80669236432,1063000000.0,7348328.0,3803000.0,4297000000.0,6328000.0,80.5764,584.7588730388736,0.07483661882886124,167.9835651074589,0.01273,13195.881,-0.32675790572124896,-0.321245986972587,-0.25209705507280866,-0.3015981600177875,-0.3044583278642582
HRV2011,HRV,Croatia,Europe,2011,14566.6297259084,918000000.0,4280622.0,2880000.0,9598000000.0,9927000.0,130.26,2242.197512417588,0.15392699303872506,92.47506799637353,0.01312,7048.405,-0.28372205380356,-0.322115778752629,-0.254955037111438,-0.27913029170864384,-0.3095128685786861
CYP2011,CYP,Cyprus,Europe,2011,32233.643385879303,1730334000.0,1124833.0,1209000.0,2707541000.0,2392000.0,22.4238,2407.060425858772,0.0746754065943796,723.383779264214,0.00937,77202.111,-0.17112988606549043,-0.31724294126401764,-0.2578950803488617,-0.3261698548399018,-0.31866361346905336
CZE2011,CZE,Czech Republic,Europe,2011,21717.4579392202,4876000000.0,10496088.0,5279000.0,8930000000.0,6715000.0,249.725,850.7931717035909,0.03917554135869274,726.1355174981385,0.03719,19525.021,-0.23814970834918694,-0.2983734624394823,-0.24916449193217002,-0.29918219307262534,-0.2963754436882067
DNK2011,DNK,Denmark,Europe,2011,61753.647131977,9840000000.0,5570572.0,7846000.0,6366000000.0,8471000.0,52.5715,1142.7910814185689,0.01850564516418357,1161.6101995041909,0.00621,187054.783,0.017001581842965918,-0.2685965907420442,-0.2537532746443926,-0.28821982109406014,-0.2823180157207783
EST2011,EST,Estonia,Europe,2011,17624.0441399335,806000000.0,1327439.0,1054000.0,1256000000.0,2823000.0,21.8622,946.1828377801164,0.05368704425996102,285.5118668083599,0.00774,36887.838,-0.26423710161106406,-0.3227876179206614,-0.25770632552394745,-0.32347920431441113,-0.31951242583171463
FIN2011,FIN,Finland,Europe,2011,51081.997670312696,6010000000.0,5388272.0,7274000.0,5612000000.0,2623000.0,49.5207,1041.5212891999513,0.020389204351834733,2291.2695386961495,0.01888,121359.615,-0.05100901515747624,-0.29157109086315375,-0.25392311169059006,-0.3247277660431771,-0.28545040714943787
FRA2011,FRA,France,Europe,2011,43790.7320482019,55472000000.0,65342780.0,26155000.0,66087000000.0,80499000.0,1205.22,1011.3894756237797,0.023095970958204353,689.1017279717761,0.01497,46032.18,-0.09747637052085414,0.005129881719176113,-0.19806739833381437,0.16143719990371658,-0.1820541089597164
GEO2011,GEO,Georgia,Europe,2011,4021.7433061728602,384000000.0,3756441.0,2237000.0,1069000000.0,2712000.0,61.743,284.5778757073517,0.07075983076059608,141.5929203539823,0.02277,6218.398,-0.3509247878592778,-0.3253190119287837,-0.25544338243624776,-0.3241721560738762,-0.3130340708315324
DEU2011,DEU,Germany,Europe,2011,46644.776027968,99839000000.0,80274983.0,84692000.0,53431000000.0,28374000.0,2957.99,665.5996426682519,0.014269543116021424,3518.6790723902163,0.10425,33752.317,-0.07928750144052187,0.2712681707200299,-0.18415603656343366,-0.16396920065591455,0.1385067250602891
GRC2011,GRC,Greece,Europe,2011,25916.293528935097,3807000000.0,11104899.0,4941000.0,16256000000.0,16427000.0,378.391,1463.858428608851,0.056484096654271884,231.75260242284045,0.02303,10063.074,-0.21139046028832736,-0.304785927355792,-0.24859730234395003,-0.23855203552374982,-0.29822640225968733
HUN2011,HUN,Hungary,Europe,2011,14150.9667263678,3048000000.0,9971727.0,16634000.0,7239000000.0,3822000.0,126.864,725.9524854621471,0.05130055772864368,797.4882260596546,0.03319,24027.967,-0.28637108091518915,-0.3093388374320119,-0.24965300495126563,-0.3172426384792251,-0.23419309286228185
ISL2011,ISL,Iceland,Europe,2011,47516.8757402109,740000000.0,319014.0,341000.0,751000000.0,566000.0,5.98487,2354.128658930329,0.04954300177059327,1307.4204946996467,0.01057,123691.627,-0.07372959567472442,-0.3231835231446806,-0.2586458094697052,-0.3375692234235351,-0.3234169626999563
IRL2011,IRL,Ireland,Europe,2011,51848.9097301621,6837000000.0,4580084.0,6514000.0,9526000000.0,7630000.0,37.6354,2079.874517585267,0.04011414180953047,896.0681520314548,0.00493,181758.246,-0.046121472025126904,-0.28661027843491416,-0.25467604785456266,-0.29347002316352105,-0.2896123258308736
ITA2011,ITA,Italy,Europe,2011,38599.0622070322,28727000000.0,59379449.0,27831000.0,43241000000.0,46119000.0,1142.22,728.2149081578713,0.018866129551334043,622.8886142370824,0.02477,25146.896,-0.13056296754557273,-0.1553017124685723,-0.20362304574213894,-0.05319056127115379,-0.17287598302539234
KAZ2011,KAZ,Kazakhstan,Europe,2011,11634.0019047654,1831000000.0,16557201.0,7852000.0,1524000000.0,5685000.0,118.742,92.04454303598779,0.00791168368283363,322.07563764291996,0.02089,15417.694,-0.3024117389935135,-0.3166390898203645,-0.24351774739794704,-0.3056122859757701,-0.28228515846803015
LVA2011,LVA,Latvia,Europe,2011,13713.8553053545,765000000.0,2059709.0,3257000.0,771000000.0,1493000.0,33.3871,374.324722570033,0.027295367658128924,512.3911587407904,0.02236,22915.526,-0.28915679916854997,-0.3230335590446733,-0.25702411721994856,-0.3317821398107048,-0.30744833786434234
LTU2011,LTU,Lithuania,Europe,2011,14338.6435140155,859000000.0,3028115.0,1526000.0,1321000000.0,1775000.0,19.5991,436.2449906955317,0.030424425453434153,483.943661971831,0.01104,43835.477,-0.28517501367020537,-0.32246969402864606,-0.25612191637211607,-0.33002166777314484,-0.31692765528219136
LUX2011,LUX,Luxembourg,Europe,2011,115761.507705096,3873000000.0,518347.0,1643000.0,5358000000.0,874000.0,5.60105,10336.704948615503,0.08929310919954843,4431.350114416476,0.00641,691318.271,0.36119456283333135,-0.30439002213177285,-0.25846010388588914,-0.33564643836123553,-0.31628693885360193
MLT2011,MLT,Malta,Europe,2011,22845.9048853838,333000000.0,416268.0,309000.0,1276000000.0,1415000.0,24.4805,3065.332910528794,0.13417428313333793,235.3356890459364,0.0173,13603.219,-0.23095809745833004,-0.32562493869279846,-0.2585552042470454,-0.3322690788849236,-0.3235922013812799
MDA2011,MDA,Moldova,Europe,2011,2363.5937251178198,349000000.0,3559986.0,136100.0,253000000.0,75000.0,6.46407,71.06769521003734,0.030067644221087438,4653.333333333333,0.08619,53989.249,-0.36149220232774354,-0.3255289616687938,-0.2556264067747596,-0.34063444246765556,-0.32453903788130656
NLD2011,NLD,Netherlands,Europe,2011,54159.3466126142,20741000000.0,16693074.0,18560000.0,12897000000.0,11300000.0,436.75,772.595868202585,0.014265236132347293,1835.486725663717,0.03865,47489.954,-0.031397019889411626,-0.20320624457488598,-0.24339116336625213,-0.27055891544066546,-0.22364591473011705
